site,dist,site_name,start,end,lat,lon,source,state,height,bar_ht,wmo,location,path,loc_lat,loc_lon
-------,-----,----------------------------------------,-------,-------,--------,---------,--------------,---,----------,--------,------,NA,NA,NA,NA
023813,23C,GOOLWA (FLAGSTAFF),1969,1971,-35.4833,138.7167,.....,SA,159.0,..,..,"Unnamed location, SA ",/places/sa/KHHQ/?location=Unnamed location,-35.483,138.717
023814,23C,CAPE JERVIS (HUNT),1969,1985,-35.6050,138.1067,.....,SA,90.0,..,..,"Cape Jervis, SA ",/places/sa/KH1U/?location=Cape Jervis,-35.605,138.107
023815,23C,RAPID BAY BHP,1970,1979,-35.5333,138.1833,.....,SA,18.0,..,..,"Unnamed location, SA ",/places/sa/KH4J/?location=Unnamed location,-35.533,138.183
023816,23C,SECOND VALLEY FOREST,1970,2005,-35.5718,138.2440,GPS,SA,320.0,..,..,"Unnamed location, SA ",/places/sa/KH4M/?location=Unnamed location,-35.572,138.244
023817,23C,ALDGATE,1969,..,-35.0236,138.7419,GPS,SA,442.0,..,..,"Stirling, SA ",/places/sa/stirling/,-35.024,138.742
023818,23C,KUITPO FOREST HQ,1971,1998,-35.2158,138.7014,.....,SA,300.0,..,..,"Unnamed location, SA ",/places/sa/KHKK/?location=Unnamed location,-35.216,138.701
023819,23C,MEADOWS (HAREWOOD),1971,1982,-35.2167,138.6667,.....,SA,340.0,..,..,"Unnamed location, SA ",/places/sa/KHKH/?location=Unnamed location,-35.217,138.667
023820,23C,WILLIAMSTOWN (SOUTH PARA RESERVOIR),1968,..,-34.6805,138.8561,GPS,SA,280.0,..,..,"Para Wirra, SA ",/places/sa/KHTN/?location=Para Wirra,-34.681,138.856
023821,23C,HOPE VALLEY (COCKS),1972,1982,-34.8500,138.7000,.....,SA,125.0,..,..,"Yatala, SA ",/places/sa/yatala/,-34.850,138.700
023822,24B,HARTLEY (PINE HILL),1971,..,-35.1802,139.0239,GPS,SA,63.0,..,..,"Unnamed location, SA ",/places/sa/KHMS/?location=Unnamed location,-35.180,139.024
023823,23C,HINDMARSH VALLEY (FERNBROOK),1936,2019,-35.4123,138.5751,GPS,SA,248.0,..,..,"Unnamed location, SA ",/places/sa/KH7B/?location=Unnamed location,-35.412,138.575
023824,23C,HINDMARSH VALLEY (SPRINGMOUNT),1973,2017,-35.4428,138.5444,GPS,SA,410.0,..,..,"Unnamed location, SA ",/places/sa/KH5X/?location=Unnamed location,-35.443,138.544
023825,23C,GOOLWA BARRAGE,1964,..,-35.5288,138.8067,GPS,SA,1.0,..,..,"Unnamed location, SA ",/places/sa/KHHV/?location=Unnamed location,-35.529,138.807
023826,23C,KERSBROOK FOREST RSVE,1973,1983,-34.8167,138.8500,.....,SA,340.0,..,..,"Talunga, SA ",/places/sa/KHTH/?location=Talunga,-34.817,138.850
023827,23C,MOUNT ALMA,1972,1978,-35.4667,138.5333,.....,SA,365.0,..,..,"Unnamed location, SA ",/places/sa/KH5X/?location=Unnamed location,-35.467,138.533
023828,23C,ADELAIDE ABERFOYLE PARK,1974,1992,-35.0678,138.6097,.....,SA,230.0,..,..,"Unnamed location, SA ",/places/sa/KHKP/?location=Unnamed location,-35.068,138.610
023829,23C,WOODSIDE,1882,..,-34.9516,138.8754,GPS,SA,355.0,..,..,"Onkaparinga, SA ",/places/sa/KHT1/?location=Onkaparinga,-34.952,138.875
023830,23C,LONSDALE,1969,2006,-35.1062,138.4917,GPS,SA,90.0,..,..,"Unnamed location, SA ",/places/sa/KH7W/?location=Unnamed location,-35.106,138.492
023831,23C,KANGARILLA (JINDABYNE),1969,1979,-35.1667,138.6167,.....,SA,185.0,..,..,"Unnamed location, SA ",/places/sa/KHKJ/?location=Unnamed location,-35.167,138.617
023832,23C,CURRENCY CREEK (KILORAN),1973,1978,-35.4167,138.6500,.....,SA,22.0,..,..,"Unnamed location, SA ",/places/sa/KHK0/?location=Unnamed location,-35.417,138.650
023833,23C,HACKHAM,1977,1986,-35.1425,138.5200,.....,SA,90.0,..,..,"Noarlunga, SA ",/places/sa/noarlunga/,-35.142,138.520
023834,23C,VICTOR HARBOR (BERRIMA),1973,2023,-35.4377,138.6398,GPS,SA,270.0,..,..,"Unnamed location, SA ",/places/sa/KHHP/?location=Unnamed location,-35.438,138.640
023835,23C,CRAFERS,1973,1996,-34.9878,138.6881,.....,SA,535.0,..,..,"Unnamed location, SA ",/places/sa/KHS2/?location=Unnamed location,-34.988,138.688
023836,23C,PARA WIRRA RECREATION PARK,1965,1992,-34.6967,138.8150,.....,SA,310.0,..,..,"Para Wirra, SA ",/places/sa/KHSY/?location=Para Wirra,-34.697,138.815
023837,23C,HAMLEY BRIDGE POST OFFICE,1884,1979,-34.3500,138.6833,.....,SA,..,..,..,"Unnamed location, SA ",/places/sa/KHUM/?location=Unnamed location,-34.350,138.683
023838,23C,MOUNT COMPASS (MARSHALL BRAE),1978,1998,-35.4156,138.6764,GPS,SA,192.0,..,..,"Unnamed location, SA ",/places/sa/KHK2/?location=Unnamed location,-35.416,138.676
023839,23C,BLACKWOOD (WITTUNGA),1979,..,-35.0213,138.6097,GPS,SA,244.0,..,..,"Unnamed location, SA ",/places/sa/KHS0/?location=Unnamed location,-35.021,138.610
023840,23C,MCLAREN VALE SECTION 171,1973,1978,-35.2333,138.5167,.....,SA,70.0,..,..,"Unnamed location, SA ",/places/sa/KH7E/?location=Unnamed location,-35.233,138.517
023841,23C,CURRENCY CREEK,1964,1974,-35.4167,138.7167,.....,SA,87.0,..,..,"Unnamed location, SA ",/places/sa/KHK2/?location=Unnamed location,-35.417,138.717
023842,23C,MOUNT LOFTY,1985,..,-34.9784,138.7088,GPS,SA,685.0,..,95678,"Unnamed location, SA ",/places/sa/KHS2/?location=Unnamed location,-34.978,138.709
023843,23C,HEATHFIELD WORKS DEPOT,1985,..,-35.0266,138.7133,GPS,SA,470.0,..,..,"Unnamed location, SA ",/places/sa/KHKR/?location=Unnamed location,-35.027,138.713
023844,23C,ARCHER HILL (TANDERRA PARK),1983,1993,-35.1667,138.9333,.....,SA,270.0,..,..,"Unnamed location, SA ",/places/sa/KHMM/?location=Unnamed location,-35.167,138.933
023845,23C,FINNISS (VIEWBANK),1988,2003,-35.3889,138.8228,GPS,SA,25.0,..,..,"Finniss, SA ",/places/sa/finniss/,-35.389,138.823
023846,23C,BELAIR,1988,..,-35.0028,138.6635,GPS,SA,480.0,..,..,"Unnamed location, SA ",/places/sa/KHS0/?location=Unnamed location,-35.003,138.663
023847,23C,BROWN HILL,1988,1993,-34.9864,138.6361,.....,SA,310.0,..,..,"Unnamed location, SA ",/places/sa/KHS0/?location=Unnamed location,-34.986,138.636
023848,23C,CRAFERS HIGHWAYS DEPT,1988,1992,-34.9931,138.6944,.....,SA,580.0,..,..,"Unnamed location, SA ",/places/sa/KHS2/?location=Unnamed location,-34.993,138.694
023849,23C,GOOLWA (HINDMARSH ISLAND MARINA),1989,2003,-35.5147,138.7989,.....,SA,3.0,..,..,"Unnamed location, SA ",/places/sa/KHHY/?location=Unnamed location,-35.515,138.799
023850,23C,HINDMARSH VALLEY (HINDMARSH TIERS),1989,2013,-35.4543,138.5922,GPS,SA,233.0,..,..,"Unnamed location, SA ",/places/sa/KH5Z/?location=Unnamed location,-35.454,138.592
023851,23C,MYPONGA HILL,1989,..,-35.4193,138.4944,GPS,SA,424.0,..,..,"Unnamed location, SA ",/places/sa/KH78/?location=Unnamed location,-35.419,138.494
023852,23C,CASTAMBUL (SIXTH CREEK),1990,..,-34.8722,138.7547,GPS,SA,150.0,..,..,"Yatala, SA ",/places/sa/KHSE/?location=Yatala,-34.872,138.755
023853,23C,ONKAPARINGA RIVER (OLD NOARLUNGA),1990,2002,-35.1831,138.4969,.....,SA,5.0,..,..,"Unnamed location, SA ",/places/sa/KH7S/?location=Unnamed location,-35.183,138.497
023854,23C,ONKAPARINGA RIVER (HACKS BRIDGE),1990,2002,-35.0692,138.7578,.....,SA,290.0,..,..,"Unnamed location, SA ",/places/sa/KHKX/?location=Unnamed location,-35.069,138.758
023855,23C,ONKAPARINGA RIVER (PORT NOARLUNGA),1990,2002,-35.1528,138.4714,.....,SA,2.0,..,..,"Unnamed location, SA ",/places/sa/KH7M/?location=Unnamed location,-35.153,138.471
023856,23C,ONKAPARINGA RIVER (BALHANAH),1990,2002,-34.9903,138.8214,.....,SA,320.0,..,..,"Onkaparinga, SA ",/places/sa/KHSB/?location=Onkaparinga,-34.990,138.821
023857,23C,WILLUNGA HILL,1990,..,-35.2943,138.5729,GPS,SA,370.0,..,..,"Unnamed location, SA ",/places/sa/KH7F/?location=Unnamed location,-35.294,138.573
023858,23C,GOULD CREEK (HERMITAGE),1990,..,-34.7630,138.7765,GPS,SA,350.0,..,..,"Yatala, SA ",/places/sa/KHST/?location=Yatala,-34.763,138.776
023859,23C,COBBLER CREEK,1990,1999,-34.7758,138.6875,.....,SA,100.0,..,..,"Yatala, SA ",/places/sa/KHSK/?location=Yatala,-34.776,138.688
023860,23C,LONG RIDGE (GREENHILL),2001,..,-34.9501,138.6837,MAP 1:50 000,SA,375.0,..,..,"Unnamed location, SA ",/places/sa/KHS3/?location=Unnamed location,-34.950,138.684
023861,23C,MCLAREN FLAT (BELTUNGA),1990,..,-35.1947,138.5898,GPS,SA,90.0,..,..,"Unnamed location, SA ",/places/sa/KH7U/?location=Unnamed location,-35.195,138.590
023862,23C,LOBETHAL (GRAEBER),1990,..,-34.9120,138.8845,GPS,SA,432.0,..,..,"Onkaparinga, SA ",/places/sa/KHT4/?location=Onkaparinga,-34.912,138.885
023863,24B,KANMANTOO (MILLBRAE),1991,..,-35.0238,139.0013,GPS,SA,252.0,..,..,"Unnamed location, SA ",/places/sa/KHT8/?location=Unnamed location,-35.024,139.001
023864,23C,RED CREEK (BURWOOD),1991,..,-35.1380,138.9714,GPS,SA,191.0,..,..,"Unnamed location, SA ",/places/sa/KHMT/?location=Unnamed location,-35.138,138.971
023865,23C,LENSWOOD (STRINGYBARK),1991,..,-34.8947,138.8099,GPS,SA,547.0,..,..,"Onkaparinga, SA ",/places/sa/KHSF/?location=Onkaparinga,-34.895,138.810
023866,23C,VERDUN,1991,..,-35.0065,138.8034,GPS,SA,315.0,..,..,"Onkaparinga, SA ",/places/sa/KHSB/?location=Onkaparinga,-35.007,138.803
023867,23C,ASHTON,1991,..,-34.9313,138.7500,GPS,SA,496.0,..,..,"Onkaparinga, SA ",/places/sa/KHS9/?location=Onkaparinga,-34.931,138.750
023868,23C,MOUNT LOFTY CHANNEL 9,1992,2007,-34.9818,138.7083,GPS,SA,675.0,..,..,"Unnamed location, SA ",/places/sa/KHS2/?location=Unnamed location,-34.982,138.708
023869,23C,ONKAPARINGA RIVER (VERDUN),1992,2002,-35.0117,138.7878,.....,SA,305.0,..,..,"Onkaparinga, SA ",/places/sa/KHSB/?location=Onkaparinga,-35.012,138.788
023870,23C,MYLOR (ALDGATE CREEK),1992,2002,-35.0439,138.7603,.....,SA,300.0,..,..,"Unnamed location, SA ",/places/sa/KHKX/?location=Unnamed location,-35.044,138.760
023871,23C,SELLICKS BEACH,1992,..,-35.3175,138.4636,GPS,SA,25.0,..,..,"Unnamed location, SA ",/places/sa/KH76/?location=Unnamed location,-35.318,138.464
023872,23C,MCLAREN VALE CHALK HILL ROAD,1992,1993,-35.2111,138.5325,.....,SA,45.0,..,..,"Unnamed location, SA ",/places/sa/KH7S/?location=Unnamed location,-35.211,138.532
023873,23C,CRAFERS WEST,1993,..,-34.9913,138.6937,GPS,SA,570.0,..,..,"Unnamed location, SA ",/places/sa/KHS2/?location=Unnamed location,-34.991,138.694
023874,23C,LEAWOOD GARDENS (EAGLE ON THE HILL),1992,..,-34.9750,138.6724,GPS,SA,345.0,..,..,"Unnamed location, SA ",/places/sa/KHS3/?location=Unnamed location,-34.975,138.672
023875,23C,PARAWA (SECOND VALLEY FOREST AWS),1994,..,-35.5695,138.2864,GPS,SA,341.0,342.0,94811,"Parawa, SA ",/places/sa/parawa/,-35.569,138.286
023876,23C,MCLAREN VALE (PIRRAMIMMA WINERY),1993,..,-35.2276,138.5366,GPS,SA,55.0,..,..,"Unnamed location, SA ",/places/sa/KH7E/?location=Unnamed location,-35.228,138.537
023877,23C,KERSBROOK,1993,..,-34.7863,138.8651,GPS,SA,350.0,..,..,"Talunga, SA ",/places/sa/KHTH/?location=Talunga,-34.786,138.865
023878,23C,MOUNT CRAWFORD AWS,1994,..,-34.7253,138.9278,GPS,SA,525.0,525.5,94678,"Para Wirra, SA ",/places/sa/KHTM/?location=Para Wirra,-34.725,138.928
023879,23C,CUDLEE CREEK (ODEA ROAD),1994,..,-34.8476,138.8751,GPS,SA,492.0,..,..,"Talunga, SA ",/places/sa/KHT5/?location=Talunga,-34.848,138.875
023880,23C,IRONSTONE ROAD,1993,..,-34.7595,138.9341,GPS,SA,440.0,..,..,"Para Wirra, SA ",/places/sa/KHTM/?location=Para Wirra,-34.760,138.934
023881,23C,CROMER ROAD,1994,..,-34.7706,139.0055,GPS,SA,455.0,..,..,"Para Wirra, SA ",/places/sa/KHTT/?location=Para Wirra,-34.771,139.006
023882,23C,LOBETHAL (MAIDMENT ROAD),1994,..,-34.8713,138.9058,GPS,SA,497.0,..,..,"Talunga, SA ",/places/sa/KHT7/?location=Talunga,-34.871,138.906
023883,23C,PICCADILLY (PETALUMA),1994,1996,-34.9833,138.7317,.....,SA,449.0,..,..,"Stirling, SA ",/places/sa/stirling/,-34.983,138.732
023884,23C,WOODSIDE (ONKAPARINGA RIVER),1994,2002,-34.9519,138.8722,.....,SA,350.0,..,..,"Onkaparinga, SA ",/places/sa/KHT1/?location=Onkaparinga,-34.952,138.872
023885,23C,NOARLUNGA,2000,..,-35.1586,138.5057,GPS,SA,55.0,..,94808,"Noarlunga, SA ",/places/sa/noarlunga/,-35.159,138.506
023886,23C,SELLICKS HILL (MOUNT TERRIBLE RADAR),1995,..,-35.3294,138.5019,GPS,SA,385.7,..,95679,"Unnamed location, SA ",/places/sa/KH79/?location=Unnamed location,-35.329,138.502
023887,23C,KUITPO FOREST RESERVE,1998,..,-35.1712,138.6783,GPS,SA,365.0,365.5,94683,"Unnamed location, SA ",/places/sa/KHKM/?location=Unnamed location,-35.171,138.678
023888,23C,LYNDOCH (COCKATOO VALLEY),1997,2010,-34.6242,138.8458,GPS,SA,196.0,..,..,"Barossa, SA ",/places/sa/KHUB/?location=Barossa,-34.624,138.846
023889,23C,VICTOR HARBOR (WAITPINGA CLIFFS),2001,..,-35.6094,138.5611,GPS,SA,110.0,..,..,"Waitpinga, SA ",/places/sa/KH5U/?location=Waitpinga,-35.609,138.561
023890,23C,BELAIR (ST JOHNS),2001,..,-35.0013,138.6214,GPS,SA,316.0,..,..,"Unnamed location, SA ",/places/sa/KHS0/?location=Unnamed location,-35.001,138.621
023891,23C,PICCADILLY (WOODHOUSE),2001,..,-34.9847,138.7404,GPS,SA,441.0,..,..,"Stirling, SA ",/places/sa/stirling/,-34.985,138.740
023892,23C,MONTACUTE,2001,..,-34.8856,138.7562,GPS,SA,312.0,..,..,"Onkaparinga, SA ",/places/sa/KHSD/?location=Onkaparinga,-34.886,138.756
023893,23C,OAKBANK,2001,2006,-34.9940,138.8522,GPS,SA,365.0,..,..,"Onkaparinga, SA ",/places/sa/KHT0/?location=Onkaparinga,-34.994,138.852
023894,23C,HINDMARSH ISLAND AWS,2003,..,-35.5194,138.8177,GPS,SA,11.0,11.5,94677,"Unnamed location, SA ",/places/sa/KHHY/?location=Unnamed location,-35.519,138.818
023896,23C,ATHELSTONE (BLACK HILL ALERT),2002,..,-34.8757,138.7103,GPS,SA,238.0,..,..,"Unnamed location, SA ",/places/sa/KHS6/?location=Unnamed location,-34.876,138.710
023897,23C,YUNDI (MUNDAWORA),2003,..,-35.3159,138.6218,GPS,SA,270.0,..,..,"Unnamed location, SA ",/places/sa/KHK4/?location=Unnamed location,-35.316,138.622
023898,23C,ALDINGA (WINTON LODGE),2003,2006,-35.2564,138.4836,GPS,SA,42.0,..,..,"Unnamed location, SA ",/places/sa/KH77/?location=Unnamed location,-35.256,138.484
023899,23C,ADELAIDE (PORT STANVAC NTC AWS),1992,2010,-35.1085,138.4671,GPS,SA,0.0,..,..,"Unnamed location, SA ",/places/sa/KH7Q/?location=Unnamed location,-35.108,138.467
023900,23C,BIRDWOOD,2006,2014,-34.8163,138.9652,GPS,SA,375.0,..,..,"Talunga, SA ",/places/sa/KHTS/?location=Talunga,-34.816,138.965
023901,23C,CRAFERS (MT LOFTY),2004,2018,-34.9784,138.7088,.....,SA,625.0,..,..,"Unnamed location, SA ",/places/sa/KHS2/?location=Unnamed location,-34.978,138.709
023902,23C,EDEN VALLEY (MT ADAM),2005,2018,-34.6369,139.0242,GPS,SA,525.0,..,..,"Pewsey Vale, SA ",/places/sa/pewsey-vale/,-34.637,139.024
023903,23C,ECHUNGA,2005,2018,-35.1128,138.7863,GPS,SA,350.0,..,..,"Echunga, SA ",/places/sa/echunga/,-35.113,138.786
023904,23C,CHERRYVILLE,2005,2012,-34.9113,138.7595,GPS,SA,460.0,..,..,"Onkaparinga, SA ",/places/sa/KHSD/?location=Onkaparinga,-34.911,138.760
023905,23C,URAIDLA (SUTTON CREEK),2005,..,-34.9695,138.7410,GPS,SA,483.0,..,..,"Onkaparinga, SA ",/places/sa/KHS9/?location=Onkaparinga,-34.969,138.741
023906,23C,MOUNT WILSON,1982,..,-35.2078,138.6496,GPS,SA,390.0,..,..,"Unnamed location, SA ",/places/sa/KHKH/?location=Unnamed location,-35.208,138.650
023907,23C,CHARLESTON,2005,..,-34.9161,138.8989,GPS,SA,375.0,..,..,"Onkaparinga, SA ",/places/sa/KHT4/?location=Onkaparinga,-34.916,138.899
023908,23C,WATERFALL GULLY (WATERFALL),2004,..,-34.9711,138.6825,GPS,SA,320.0,..,..,"Unnamed location, SA ",/places/sa/KHS3/?location=Unnamed location,-34.971,138.683
023909,23C,ADELAIDE (GORGE WEIR),2006,..,-34.8562,138.7308,GPS,SA,110.0,..,..,"Yatala, SA ",/places/sa/KHSE/?location=Yatala,-34.856,138.731
023910,23C,KANGARILLA (SADDLEBAGS),2006,..,-35.1319,138.6858,GPS,SA,385.0,..,..,"Unnamed location, SA ",/places/sa/KHKM/?location=Unnamed location,-35.132,138.686
023911,23C,MYLOR (BIGGS FLAT),2006,..,-35.0632,138.7635,GPS,SA,312.0,..,..,"Unnamed location, SA ",/places/sa/KHKX/?location=Unnamed location,-35.063,138.763
023912,23C,PARACOMBE (KANGAROO CREEK DAM),2006,..,-34.8651,138.7748,GPS,SA,250.0,..,..,"Yatala, SA ",/places/sa/KHSE/?location=Yatala,-34.865,138.775
023913,23C,BRADBURY (HOULGRAVES),2006,2013,-35.0822,138.7249,GPS,SA,250.0,..,..,"Unnamed location, SA ",/places/sa/KHKQ/?location=Unnamed location,-35.082,138.725
023914,23C,CLARENDON WEIR,2006,..,-35.1113,138.6350,GPS,SA,160.0,..,..,"Unnamed location, SA ",/places/sa/KHKN/?location=Unnamed location,-35.111,138.635
023915,23C,GOULD CREEK (LITTLE PARA RESERVOIR),1979,..,-34.7539,138.7191,MAP 1:50 000,SA,155.0,..,..,"Unnamed location, SA ",/places/sa/KHSM/?location=Unnamed location,-34.754,138.719
023916,23C,BELLEVUE HEIGHTS,2007,..,-35.0318,138.5878,GPS,SA,210.0,..,..,"Unnamed location, SA ",/places/sa/KH7Z/?location=Unnamed location,-35.032,138.588
023917,23C,LYNTON (METRO SOUTH SES BASESTATION),2005,2011,-34.9969,138.6054,MAP 1:50 000,SA,130.0,..,..,"Unnamed location, SA ",/places/sa/KHEB/?location=Unnamed location,-34.997,138.605
023918,23C,BALHANNAH CFS 3G GATEWAY,2005,2015,-34.9886,138.8313,GPS,SA,330.0,..,..,"Onkaparinga, SA ",/places/sa/KHSB/?location=Onkaparinga,-34.989,138.831
023919,23C,GUMERACHA CFS BASESTATION,2005,2012,-34.8257,138.8838,MAP 1:50 000,SA,375.0,..,..,"Talunga, SA ",/places/sa/KHT5/?location=Talunga,-34.826,138.884
023920,23C,WOODSIDE (WICKS ESTATE),2011,..,-34.9629,138.8714,GPS,SA,348.0,..,..,"Onkaparinga, SA ",/places/sa/KHT1/?location=Onkaparinga,-34.963,138.871
023921,23C,MT BOLD (SCOTT CREEK ALERT),2011,..,-35.0998,138.6746,GPS,SA,220.0,..,..,"Unnamed location, SA ",/places/sa/KHKQ/?location=Unnamed location,-35.100,138.675
023922,23C,FORRESTON ALERT,2018,..,-34.7928,138.9040,GPS,SA,392.0,..,..,"Talunga, SA ",/places/sa/KHTH/?location=Talunga,-34.793,138.904
024000,24A,PARINGA (BEARDY PARK FARM),1916,1975,-34.3000,140.9333,.....,SA,30.0,..,..,"Yamba, SA ",/places/sa/KKVY/?location=Yamba,-34.300,140.933
024001,24A,BARMERA,1939,..,-34.2591,140.4708,GPS,SA,26.0,..,..,"Barmera, SA ",/places/sa/barmera/,-34.259,140.471
024002,24A,BERRI IRRIGATION,1915,1965,-34.2833,140.6000,.....,SA,65.5,..,..,"Unnamed location, SA ",/places/sa/KKUQ/?location=Unnamed location,-34.283,140.600
024003,24A,RENMARK IRRIGATION,1884,..,-34.1656,140.7536,GPS,SA,22.0,..,..,"Renmark West, SA ",/places/sa/renmark-west/,-34.166,140.754
024004,24A,CHOWILLA,1897,1965,-34.0167,140.8333,.....,SA,24.4,..,..,"Chowilla, SA ",/places/sa/KMJK/?location=Chowilla,-34.017,140.833
024005,24A,BARMERA (COBDOGLA),1915,1997,-34.2500,140.4067,.....,SA,15.0,..,..,"Barmera, SA ",/places/sa/KKGX/?location=Barmera,-34.250,140.407
024006,24A,KINGSTON ON MURRAY,1896,2019,-34.2233,140.3422,GPS,SA,40.0,..,..,"Overland Corner, SA ",/places/sa/KM52/?location=Overland Corner,-34.223,140.342
024007,24A,LOXTON,1909,2000,-34.4528,140.5681,.....,SA,46.0,..,..,"Unnamed location, SA ",/places/sa/KKU5/?location=Unnamed location,-34.453,140.568
024008,24A,LYRUP,1896,..,-34.2579,140.6478,GPS,SA,22.0,..,..,"Unnamed location, SA ",/places/sa/KKUX/?location=Unnamed location,-34.258,140.648
024009,24A,MONASH POST OFFICE,1922,1948,-34.2333,140.5500,.....,SA,25.0,..,..,"Monash, SA ",/places/sa/monash/,-34.233,140.550
024010,24A,MOOROOK,1896,..,-34.2918,140.3632,GPS,SA,33.0,..,..,"Moorook South, SA ",/places/sa/moorook-south/,-34.292,140.363
024011,24A,NADDA (ZIMMERMAN),1915,1990,-34.5833,140.8333,.....,SA,58.0,..,..,"Unnamed location, SA ",/places/sa/KKV2/?location=Unnamed location,-34.583,140.833
024012,24A,OVERLAND CORNER,1877,2019,-34.1479,140.3256,GPS,SA,59.0,..,..,"Overland Corner, SA ",/places/sa/KM51/?location=Overland Corner,-34.148,140.326
024013,24A,LOXTON (PYAP),1896,..,-34.4442,140.4958,GPS,SA,40.0,..,..,"Unnamed location, SA ",/places/sa/KKGG/?location=Unnamed location,-34.444,140.496
024014,24A,QUALCO (KALUNA VINEYARDS),1905,1983,-34.1033,139.9042,.....,SA,38.0,..,..,"Unnamed location, SA ",/places/sa/KM16/?location=Unnamed location,-34.103,139.904
024015,24A,WAIKERIE (RAMCO),1896,2002,-34.1775,139.9425,.....,SA,45.0,..,..,"Unnamed location, SA ",/places/sa/KM18/?location=Unnamed location,-34.178,139.942
024016,24A,RENMARK,1889,2010,-34.1711,140.7494,GPS,SA,20.0,21.0,..,"Renmark West, SA ",/places/sa/renmark-west/,-34.171,140.749
024017,24A,TALDRA,1909,2023,-34.3523,140.8411,GPS,SA,24.0,..,..,"Gordon, SA ",/places/sa/KKVM/?location=Gordon,-34.352,140.841
024018,24A,WAIKERIE,1896,2001,-34.1778,139.9806,.....,SA,25.0,..,..,"Waikerie, SA ",/places/sa/waikerie/,-34.178,139.981
024019,24A,WILKADENE (MURTHO),1908,1987,-34.0500,140.8333,.....,SA,20.0,..,..,"Murtho, SA ",/places/sa/murtho/,-34.050,140.833
024020,24A,HOLDER,1912,1939,-34.3167,140.0000,.....,SA,60.0,..,..,"Holder Siding, SA ",/places/sa/KKCY/?location=Holder Siding,-34.317,140.000
024021,24A,BOGGY FLAT,1910,1918,-34.0833,139.9333,.....,SA,8.0,..,..,"Unnamed location, SA ",/places/sa/KM1D/?location=Unnamed location,-34.083,139.933
024022,24A,HOLDER VILLAGE SETTLEMENT,1896,1905,-34.1833,140.0167,.....,SA,..,..,..,"Waikerie, SA ",/places/sa/waikerie/,-34.183,140.017
024023,24A,LOXTON RESEARCH CENTRE,1963,1985,-34.4333,140.6000,.....,SA,66.0,..,..,"Loxton, SA ",/places/sa/KKU7/?location=Loxton,-34.433,140.600
024024,24A,LOXTON RESEARCH CENTRE,1984,..,-34.4390,140.5978,GPS,SA,30.1,30.4,94682,"Loxton, SA ",/places/sa/KKU7/?location=Loxton,-34.439,140.598
024025,24A,BERRI,1960,..,-34.2717,140.5964,GPS,SA,50.0,..,..,"Monash, SA ",/places/sa/KKUR/?location=Monash,-34.272,140.596
024026,24A,MURTHO VILLAGE,1895,1910,-34.1333,140.7833,.....,SA,..,..,..,"Unnamed location, SA ",/places/sa/KMJ1/?location=Unnamed location,-34.133,140.783
024027,24A,PARINGA,1873,1889,-34.1833,140.8000,.....,SA,..,..,..,"Unnamed location, SA ",/places/sa/KMJ0/?location=Unnamed location,-34.183,140.800
024028,24A,RENMARK (COOLTONG),1968,2004,-34.0849,140.6934,MAP 1:50 000,SA,22.0,..,..,"Cooltong, SA ",/places/sa/cooltong/,-34.085,140.693
024029,24A,WAIKERIE (EREMOPHILA PARK),1969,..,-34.2159,140.1860,GPS,SA,63.0,..,..,"Woolpunda, SA ",/places/sa/KM48/?location=Woolpunda,-34.216,140.186
024030,24A,BARMERA (LAKE BONNEY),2006,2007,-34.2315,140.4322,MAP 1:50 000,SA,15.0,..,..,"Barmera, SA ",/places/sa/KKGX/?location=Barmera,-34.231,140.432
024031,24A,DUFFIELD RAMCO,1969,..,-34.1700,139.8170,GPS,SA,32.0,..,..,"Unnamed location, SA ",/places/sa/KM11/?location=Unnamed location,-34.170,139.817
024032,24A,TAPLAN,2010,..,-34.5449,140.8821,GPS,SA,50.0,..,..,"Taplan, SA ",/places/sa/KKV9/?location=Taplan,-34.545,140.882
024033,24A,WAIKERIE AERO,1969,1971,-34.1847,140.0242,.....,SA,54.9,..,..,"Waikerie, SA ",/places/sa/waikerie/,-34.185,140.024
024034,24A,NEW RESIDENCE,1923,1926,-34.3833,140.4000,.....,SA,..,..,..,"Unnamed location, SA ",/places/sa/KKGS/?location=Unnamed location,-34.383,140.400
024035,24A,CHOWILLA E&WS,1968,1971,-33.9833,140.9167,.....,SA,40.0,..,..,"Murtho, SA ",/places/sa/KMJS/?location=Murtho,-33.983,140.917
024037,24A,PARINGA LOCK 5,1968,..,-34.1903,140.7619,GPS,SA,18.0,..,..,"Unnamed location, SA ",/places/sa/KMJ0/?location=Unnamed location,-34.190,140.762
