site,dist,site_name,start,end,lat,lon,source,state,height,bar_ht,wmo,location,path,loc_lat,loc_lon
-------,-----,----------------------------------------,-------,-------,--------,---------,--------------,---,----------,--------,------,NA,NA,NA,NA
094003,94,BAGDAD,1889,1954,-42.6000,147.2000,.....,TAS,122.2,..,..,"Bagdad, TAS ",/places/tas/bagdad/,-42.600,147.200
094004,94,BELLERIVE (FORT STREET),1894,1998,-42.8817,147.3783,.....,TAS,30.0,..,..,"Howrah, TAS ",/places/tas/howrah/,-42.882,147.378
094005,94,BRIDGEWATER (TREATMENT PLANT),1914,..,-42.7417,147.2389,GPS,TAS,9.0,..,..,"Granton, TAS ",/places/tas/granton/,-42.742,147.239
094006,94,BRIGHTON,1931,1977,-42.7000,147.3000,.....,TAS,..,..,..,"Unnamed location, TAS ",/places/tas/JR8Q/?location=Unnamed location,-42.700,147.300
094007,94,CAMBRIDGE AERODROME,1944,1958,-42.8333,147.4833,.....,TAS,10.0,15.0,..,"Cambridge, TAS ",/places/tas/cambridge/,-42.833,147.483
094008,94,HOBART AIRPORT WEST,1958,..,-42.8339,147.5033,GPS,TAS,4.0,27.4,94975,"Seven Mile Beach, TAS ",/places/tas/seven-mile-beach/,-42.834,147.503
094009,94,CAMPANIA (THE PINES),1920,1998,-42.6633,147.4325,.....,TAS,55.0,..,..,"Unnamed location, TAS ",/places/tas/JR9P/?location=Unnamed location,-42.663,147.433
094010,94,CAPE BRUNY LIGHTHOUSE,1871,..,-43.4892,147.1453,GPS,TAS,55.0,56.2,94967,"South Bruny, TAS ",/places/tas/JPPY/?location=South Bruny,-43.489,147.145
094011,94,CARLTON (CARLTON BLUFF),1921,1966,-42.8833,147.6667,.....,TAS,12.2,..,..,"Primrose Sands, TAS ",/places/tas/JR9F/?location=Primrose Sands,-42.883,147.667
094012,94,RICHMOND (LOWLANDS),1920,..,-42.7406,147.4453,GPS,TAS,11.0,..,..,"Richmond, TAS ",/places/tas/richmond/,-42.741,147.445
094013,94,COCKLE CREEK,1908,2008,-43.6000,146.9000,.....,TAS,..,..,..,"Southwest, TAS ",/places/tas/JPNU/?location=Southwest,-43.600,146.900
094014,94,COLEBROOK (THE MEADOWS),1911,2024,-42.5206,147.3567,MAP 1:25 000,TAS,225.0,..,..,"Colebrook, TAS ",/places/tas/JRBD/?location=Colebrook,-42.521,147.357
094015,94,COLLINSVALE,1929,1965,-42.8500,147.2000,.....,TAS,..,..,..,"Wellington Park, TAS ",/places/tas/JR85/?location=Wellington Park,-42.850,147.200
094016,94,OLD BEACH (COMPTON),1913,1962,-42.8000,147.3000,.....,TAS,..,..,..,"Otago, TAS ",/places/tas/otago/,-42.800,147.300
094017,94,BROADMARSH (CORLEEN),1907,1962,-42.7000,147.1000,.....,TAS,79.2,..,..,"Broadmarsh, TAS ",/places/tas/JPXW/?location=Broadmarsh,-42.700,147.100
094018,94,CYGNET (SLAB ROAD),1943,1975,-43.1333,147.0833,.....,TAS,59.7,..,..,"Unnamed location, TAS ",/places/tas/JPRT/?location=Unnamed location,-43.133,147.083
094019,94,KINGSTON (SUMMERLEAS ROAD),1959,1973,-42.9500,147.2667,.....,TAS,274.3,..,..,"Kingston, TAS ",/places/tas/kingston/,-42.950,147.267
094020,94,DOVER,1901,..,-43.3330,146.9980,MAP 1:25 000,TAS,20.0,..,94961,"Strathblane, TAS ",/places/tas/strathblane/,-43.333,146.998
094021,94,DUNALLEY,1930,1973,-42.9000,147.8000,.....,TAS,..,..,..,"Dunalley, TAS ",/places/tas/dunalley/,-42.900,147.800
094022,94,FORT DIRECTION,1940,..,-43.0431,147.4133,GPS,TAS,26.0,..,..,"South Arm, TAS ",/places/tas/south-arm/,-43.043,147.413
094023,94,FRANKLIN,1884,2006,-43.0906,147.0061,MAP 1:100 000,TAS,10.0,..,..,"Franklin, TAS ",/places/tas/franklin/,-43.091,147.006
094024,94,GEEVESTON POLICE STATION,1913,1972,-43.1667,146.9333,.....,TAS,18.3,..,..,"Geeveston, TAS ",/places/tas/geeveston/,-43.167,146.933
094025,94,GLENORCHY (GLENORCHY RESERVOIR),1950,..,-42.8494,147.2547,GPS,TAS,93.0,..,..,"Glenorchy, TAS ",/places/tas/glenorchy/,-42.849,147.255
094026,94,KILLORA (GRASMERE),1914,2013,-43.1061,147.3225,GPS,TAS,42.0,..,..,"North Bruny, TAS ",/places/tas/JR2W/?location=North Bruny,-43.106,147.322
094027,94,HASTINGS CHALET,1945,..,-43.4133,146.8744,GPS,TAS,35.0,..,..,"Hastings, TAS ",/places/tas/hastings/,-43.413,146.874
094028,94,HIGHCROFT,1917,1953,-43.2000,147.7500,.....,TAS,..,..,..,"Cape Raoul, TAS ",/places/tas/cape-raoul/,-43.200,147.750
094029,94,HOBART (ELLERSLIE ROAD),1882,..,-42.8897,147.3278,GPS,TAS,50.5,51.4,94970,"Hobart, TAS ",/places/tas/hobart/,-42.890,147.328
094030,94,HOBART BOTANICAL GARDENS,1841,..,-42.8667,147.3322,GPS,TAS,27.0,..,..,"Bellerive, TAS ",/places/tas/bellerive/,-42.867,147.332
094031,94,HOBART (WATERWORKS RESERVE),1897,..,-42.9078,147.2931,GPS,TAS,167.0,..,..,"South Hobart, TAS ",/places/tas/south-hobart/,-42.908,147.293
094032,94,SOUTHPORT,1882,1994,-43.4225,146.9725,.....,TAS,20.0,..,..,"Southport, TAS ",/places/tas/JPR0/?location=Southport,-43.422,146.972
094033,94,JUDBURY,1923,1982,-42.9833,146.9333,.....,TAS,60.0,..,..,"Judbury, TAS ",/places/tas/judbury/,-42.983,146.933
094034,94,KEMPTON (OAKMORE),1894,1996,-42.5242,147.1900,.....,TAS,198.0,..,..,"Kempton, TAS ",/places/tas/JPZF/?location=Kempton,-42.524,147.190
094035,94,KETTERING (SADDLE ROAD),1908,1996,-43.1247,147.2200,.....,TAS,100.0,..,..,"Oyster Cove, TAS ",/places/tas/oyster-cove/,-43.125,147.220
094036,94,KINGSTON,1910,1977,-42.9667,147.3167,.....,TAS,52.0,..,..,"Unnamed location, TAS ",/places/tas/JR89/?location=Unnamed location,-42.967,147.317
094037,94,LINDISFARNE,1906,1984,-42.8500,147.3667,.....,TAS,10.0,..,..,"Bellerive, TAS ",/places/tas/bellerive/,-42.850,147.367
094038,94,LONGLEY (LOWER),1948,1972,-42.9833,147.1500,.....,TAS,379.8,..,..,"Sandfly, TAS ",/places/tas/sandfly/,-42.983,147.150
094039,94,LUNAWANNA,1907,..,-43.3575,147.2350,GPS,TAS,27.0,..,..,"South Bruny, TAS ",/places/tas/JR21/?location=South Bruny,-43.358,147.235
094040,94,LYMINGTON (FATTYS LANE),1920,..,-43.1983,147.0658,GPS,TAS,26.0,..,..,"Lymington, TAS ",/places/tas/lymington/,-43.198,147.066
094041,94,MAATSUYKER ISLAND LIGHTHOUSE,1891,..,-43.6578,146.2711,SURVEY,TAS,146.5,147.6,94962,"Unnamed location, TAS ",/places/tas/JPH5/?location=Unnamed location,-43.658,146.271
094042,94,MANGALORE (MANGALORE FARM),1899,2018,-42.6564,147.1997,GPS,TAS,140.0,..,..,"Mangalore, TAS ",/places/tas/mangalore/,-42.656,147.200
094043,94,MIDDLETON POST OFFICE,1909,..,-43.2315,147.2550,GPS,TAS,25.0,..,..,"Simpsons Bay, TAS ",/places/tas/simpsons-bay/,-43.231,147.255
094044,94,CAMBRIDGE (MILNATHORT),1943,1953,-42.8000,147.5000,.....,TAS,..,..,..,"Penna, TAS ",/places/tas/JR9K/?location=Penna,-42.800,147.500
094045,94,MOUNT NELSON,1871,1975,-42.9167,147.3333,.....,TAS,335.3,..,..,"Hobart, TAS ",/places/tas/hobart/,-42.917,147.333
094046,94,MELTON MOWBRAY (MOUNT VERNON),1936,1976,-42.4833,147.1667,.....,TAS,182.9,..,..,"Kempton, TAS ",/places/tas/JPZF/?location=Kempton,-42.483,147.167
094047,94,LENAH VALLEY (AUGUSTA ROAD),1891,2002,-42.8683,147.2950,.....,TAS,87.0,..,..,"Glenorchy, TAS ",/places/tas/glenorchy/,-42.868,147.295
094048,94,OPOSSUM BAY,1925,..,-42.9978,147.4056,GPS,TAS,35.0,..,..,"Opossum Bay, TAS ",/places/tas/opossum-bay/,-42.998,147.406
094049,94,OYSTER COVE,1908,1965,-43.1167,147.2167,.....,TAS,..,..,..,"Oyster Cove, TAS ",/places/tas/oyster-cove/,-43.117,147.217
094050,94,PETCHEYS BAY,1906,1963,-43.2000,147.0000,.....,TAS,27.4,..,..,"Waterloo, TAS ",/places/tas/waterloo/,-43.200,147.000
094051,94,PIERSONS POINT,1918,1949,-43.0500,147.3500,.....,TAS,..,..,..,"Tinderbox, TAS ",/places/tas/tinderbox/,-43.050,147.350
094052,94,PORT ARTHUR,1837,1980,-43.1500,147.8500,.....,TAS,20.0,..,..,"Port Arthur, TAS ",/places/tas/port-arthur/,-43.150,147.850
094053,94,PREMAYDENA HATCHERY,1906,2016,-43.0547,147.7810,GPS,TAS,24.0,..,..,"Premaydena, TAS ",/places/tas/premaydena/,-43.055,147.781
094054,94,FERNTREE (CLOVERHAVEN),1915,1941,-42.9000,147.2833,.....,TAS,..,..,..,"South Hobart, TAS ",/places/tas/south-hobart/,-42.900,147.283
094055,94,RICHMOND (BROOKBANK),1915,..,-42.7631,147.3961,GPS,TAS,40.0,..,..,"Unnamed location, TAS ",/places/tas/JR8V/?location=Unnamed location,-42.763,147.396
094056,94,RISDON,1923,1978,-42.8333,147.3167,.....,TAS,31.7,..,..,"Bellerive, TAS ",/places/tas/bellerive/,-42.833,147.317
094057,94,ROBEVILLE,1913,1970,-43.2167,147.3833,.....,TAS,16.8,..,..,"North Bruny, TAS ",/places/tas/JR2U/?location=North Bruny,-43.217,147.383
094058,94,ROKEBY (THE MALL),1882,1998,-42.8961,147.4386,.....,TAS,15.0,..,..,"Acton Park, TAS ",/places/tas/JR94/?location=Acton Park,-42.896,147.439
094059,94,ROSNY,1938,1970,-42.8667,147.3667,.....,TAS,12.2,..,..,"Bellerive, TAS ",/places/tas/bellerive/,-42.867,147.367
094060,94,RUNNYMEDE (WHITEMARSH),1913,..,-42.6372,147.5986,GPS,TAS,220.0,..,..,"Runnymede, TAS ",/places/tas/runnymede/,-42.637,147.599
094061,94,SANDFORD (MAYDENA),1888,..,-42.9264,147.5203,GPS,TAS,3.0,..,..,"Sandford, TAS ",/places/tas/sandford/,-42.926,147.520
094062,94,SNUG PRIMARY SCHOOL,1916,2004,-43.0669,147.2531,.....,TAS,18.0,..,..,"Margate, TAS ",/places/tas/margate/,-43.067,147.253
094063,94,SORELL (WHITLEA),1887,2012,-42.7864,147.5636,GPS,TAS,12.0,..,..,"Sorell, TAS ",/places/tas/sorell/,-42.786,147.564
094064,94,WATTLE HILL,1933,..,-42.7611,147.6222,GPS,TAS,104.0,..,..,"Wattle Hill, TAS ",/places/tas/JR9V/?location=Wattle Hill,-42.761,147.622
094065,94,MOUNT WELLINGTON (THE GAP),1901,1939,-42.8833,147.2500,.....,TAS,1249.7,..,..,"kunanyi/Mount Wellington, TAS ",/places/tas/kunanyi-mount-wellington/,-42.883,147.250
094066,94,MOUNT WELLINGTON (THE SPRINGS),1891,..,-42.9156,147.2464,GPS,TAS,720.0,..,..,"kunanyi/Mount Wellington, TAS ",/places/tas/kunanyi-mount-wellington/,-42.916,147.246
094067,94,TUNNACK POST OFFICE,1922,1990,-42.4617,147.4583,.....,TAS,460.0,..,..,"Tunnack, TAS ",/places/tas/tunnack/,-42.462,147.458
094068,94,WOODBRIDGE,1927,..,-43.1547,147.2386,GPS,TAS,3.0,..,..,"Woodbridge, TAS ",/places/tas/woodbridge/,-43.155,147.239
094069,94,GROVE (COMPARISON),1952,2010,-42.9830,147.0771,GPS,TAS,63.0,..,95971,"Grove, TAS ",/places/tas/grove/,-42.983,147.077
094070,94,ALONNAH AREA SCHOOL,1953,..,-43.3181,147.2467,GPS,TAS,6.0,..,..,"Alonnah, TAS ",/places/tas/JR24/?location=Alonnah,-43.318,147.247
094071,94,EAGLEHAWK NECK (JETTY ROAD),1886,..,-43.0153,147.9117,GPS,TAS,12.0,..,..,"Eaglehawk Neck, TAS ",/places/tas/JRE0/?location=Eaglehawk Neck,-43.015,147.912
094072,94,GLENORCHY NO2,1951,1966,-42.8167,147.2833,.....,TAS,..,..,..,"Otago, TAS ",/places/tas/otago/,-42.817,147.283
094073,94,LYMINGTON,1954,1959,-43.2000,147.0667,.....,TAS,..,..,..,"Lymington, TAS ",/places/tas/lymington/,-43.200,147.067
094074,94,SOUTH ARM,1954,1956,-43.0167,147.4167,.....,TAS,..,..,..,"Opossum Bay, TAS ",/places/tas/opossum-bay/,-43.017,147.417
094075,94,TASMAN ISLAND LIGHTHOUSE,1922,1977,-43.2500,148.0000,.....,TAS,239.9,239.9,..,"Cape Pillar, TAS ",/places/tas/JR77/?location=Cape Pillar,-43.250,148.000
094076,94,HOBART (STRICKLAND AVENUE),1955,1957,-42.9000,147.2833,.....,TAS,198.0,..,..,"South Hobart, TAS ",/places/tas/south-hobart/,-42.900,147.283
094077,94,NUBEENA,1913,1993,-43.1086,147.7442,.....,TAS,20.0,..,..,"Nubeena, TAS ",/places/tas/nubeena/,-43.109,147.744
094078,94,LUTANA (BOWEN ROAD),1998,2011,-42.8386,147.3069,MAP 1:12 500,TAS,47.0,..,..,"Glenorchy, TAS ",/places/tas/glenorchy/,-42.839,147.307
094079,94,BARNES BAY,1955,1958,-43.1167,147.3667,.....,TAS,9.1,..,..,"North Bruny, TAS ",/places/tas/JR2W/?location=North Bruny,-43.117,147.367
094080,94,PORT CYGNET,1906,1932,-43.2000,147.1000,.....,TAS,..,..,..,"Deep Bay, TAS ",/places/tas/JPRS/?location=Deep Bay,-43.200,147.100
094081,94,MANGALORE (MILFORD),1955,2005,-42.6425,147.2467,.....,TAS,100.0,..,..,"Mangalore, TAS ",/places/tas/mangalore/,-42.642,147.247
094082,94,MOUNT RUMNEY (MOUNT RUMNEY ROAD),1958,..,-42.8569,147.4386,MAP 1:12 500,TAS,295.0,..,..,"Cambridge, TAS ",/places/tas/cambridge/,-42.857,147.439
094083,94,HOBART (STRICKLAND RESERVE),1961,..,-42.9000,147.2686,GPS,TAS,275.0,..,..,"South Hobart, TAS ",/places/tas/south-hobart/,-42.900,147.269
094084,94,FERNTREE (HUON ROAD),1961,1966,-42.9333,147.2667,.....,TAS,472.4,..,..,"Kingston, TAS ",/places/tas/kingston/,-42.933,147.267
094085,94,SNUG PLAINS (CATARACT FALLS),1961,..,-43.0914,147.2019,GPS,TAS,380.0,..,..,"Oyster Cove, TAS ",/places/tas/oyster-cove/,-43.091,147.202
094086,94,KINGSTON (FREEMANS STREET),1962,1965,-42.9667,147.3333,.....,TAS,..,..,..,"Unnamed location, TAS ",/places/tas/JR89/?location=Unnamed location,-42.967,147.333
094087,94,KUNANYI (MOUNT WELLINGTON PINNACLE),1961,..,-42.8950,147.2358,GPS,TAS,1260.5,..,95979,"kunanyi/Mount Wellington, TAS ",/places/tas/kunanyi-mount-wellington/,-42.895,147.236
094088,94,PARK BEACH,1962,2002,-42.8689,147.6094,.....,TAS,20.0,..,..,"Seven Mile Beach, TAS ",/places/tas/JR9E/?location=Seven Mile Beach,-42.869,147.609
094089,94,HUONVILLE (TUTTON AVENUE),1961,..,-43.0286,147.0544,GPS,TAS,9.0,..,..,"Unnamed location, TAS ",/places/tas/JPRR/?location=Unnamed location,-43.029,147.054
094090,94,RISDON VALE (POPLAR ROAD),1961,2013,-42.8119,147.3572,GPS,TAS,45.0,..,..,"Risdon, TAS ",/places/tas/risdon/,-42.812,147.357
094091,94,SEVEN MILE BEACH (ROYAL HOBART GOLF CLUB,1956,..,-42.8586,147.4953,GPS,TAS,7.0,..,..,"Seven Mile Beach, TAS ",/places/tas/seven-mile-beach/,-42.859,147.495
094092,94,NORTH WEST BAY WEIR,1962,1996,-42.9275,147.1839,.....,TAS,630.0,..,..,"Wellington Park, TAS ",/places/tas/JPXC/?location=Wellington Park,-42.928,147.184
094093,94,GRANTON (ALTAMONT),1960,1971,-42.7667,147.1833,.....,TAS,..,..,..,"Dromedary, TAS ",/places/tas/dromedary/,-42.767,147.183
094094,94,BERRIEDALE,1956,1988,-42.8167,147.2300,.....,TAS,90.0,..,..,"Claremont, TAS ",/places/tas/claremont/,-42.817,147.230
094095,94,GORDON,1962,1962,-43.2500,147.2500,.....,TAS,..,..,..,"Gordon, TAS ",/places/tas/gordon/,-43.250,147.250
094096,94,MOONAH EAST,1962,1972,-42.8500,147.3000,.....,TAS,30.5,..,..,"Glenorchy, TAS ",/places/tas/glenorchy/,-42.850,147.300
094097,94,LEVENDALE,1915,..,-42.5419,147.5681,GPS,TAS,350.0,..,..,"Levendale, TAS ",/places/tas/levendale/,-42.542,147.568
094098,94,MOUNT NELSON (RIALANNAH ROAD),1998,..,-42.9232,147.3301,GPS,TAS,300.0,..,..,"Hobart, TAS ",/places/tas/hobart/,-42.923,147.330
094099,94,HUONVILLE WEST,1933,1947,-43.0000,147.0333,.....,TAS,..,..,..,"Huonville, TAS ",/places/tas/huonville/,-43.000,147.033
094100,94,HUONVILLE EAST,1933,1942,-43.0167,147.0500,.....,TAS,..,..,..,"Huonville, TAS ",/places/tas/huonville/,-43.017,147.050
094101,94,MOUNT NASSAU,1900,1942,-42.7500,147.2000,.....,TAS,..,..,..,"Granton, TAS ",/places/tas/granton/,-42.750,147.200
094102,94,MOONAH,1921,1930,-42.8500,147.3000,.....,TAS,..,..,..,"Glenorchy, TAS ",/places/tas/glenorchy/,-42.850,147.300
094103,94,HUON,1931,1943,-43.1000,147.0833,.....,TAS,..,..,..,"Unnamed location, TAS ",/places/tas/JPRW/?location=Unnamed location,-43.100,147.083
094104,94,GLAZIERS BAY,1998,2016,-43.1481,147.0089,GPS,TAS,82.0,..,..,"Port Huon, TAS ",/places/tas/port-huon/,-43.148,147.009
094105,94,DROMEDARY,1924,1939,-42.7167,147.1500,.....,TAS,..,..,..,"Dromedary, TAS ",/places/tas/JPXY/?location=Dromedary,-42.717,147.150
094106,94,MELTON MOWBRAY (TRANQUILITY),1930,1945,-42.4833,147.2000,.....,TAS,..,..,..,"Kempton, TAS ",/places/tas/JRB4/?location=Kempton,-42.483,147.200
094107,94,BROADMARSH (STONEYHURST),1917,1940,-42.6500,147.1000,.....,TAS,..,..,..,"Broadmarsh, TAS ",/places/tas/broadmarsh/,-42.650,147.100
094108,94,CAMBRIDGE (BRAESIDE),1926,1936,-42.8000,147.5000,.....,TAS,..,..,..,"Penna, TAS ",/places/tas/JR9K/?location=Penna,-42.800,147.500
094109,94,TEA TREE (RING FARM),1906,1934,-42.7000,147.4000,.....,TAS,..,..,..,"Campania, TAS ",/places/tas/campania/,-42.700,147.400
094110,94,RICHMOND (INVERGUHARITY),1884,1929,-42.7000,147.5000,.....,TAS,..,..,..,"Orielton, TAS ",/places/tas/orielton/,-42.700,147.500
094111,94,TAROONA (TAROONA CRESCENT),1961,..,-42.9519,147.3496,GPS,TAS,20.0,..,..,"Unnamed location, TAS ",/places/tas/JR89/?location=Unnamed location,-42.952,147.350
094112,94,NUBEENA SOUTH,1934,1991,-43.1367,147.7617,.....,TAS,130.0,..,..,"White Beach, TAS ",/places/tas/JR6M/?location=White Beach,-43.137,147.762
094113,94,FRANKLIN WEST,1964,1966,-43.1000,146.9833,.....,TAS,304.8,..,..,"Franklin, TAS ",/places/tas/franklin/,-43.100,146.983
094114,94,SANDFLY,1965,1992,-42.9964,147.1797,.....,TAS,200.0,..,..,"Sandfly, TAS ",/places/tas/sandfly/,-42.996,147.180
094115,94,ORIELTON,1965,1967,-42.7500,147.5500,.....,TAS,..,..,..,"Penna, TAS ",/places/tas/penna/,-42.750,147.550
094116,94,GEEVESTON (RIAWUNNA),1965,..,-43.2164,146.9053,GPS,TAS,280.0,..,..,"Unnamed location, TAS ",/places/tas/JPQU/?location=Unnamed location,-43.216,146.905
094117,94,LEVENDALE NO 2,1965,1969,-42.5333,147.5667,.....,TAS,432.8,..,..,"Levendale, TAS ",/places/tas/levendale/,-42.533,147.567
094118,94,WOODSDALE,1965,1994,-42.4628,147.6164,.....,TAS,310.0,..,..,"Stonehenge, TAS ",/places/tas/JRCG/?location=Stonehenge,-42.463,147.616
094119,94,LACHLAN (HILLCOTE),1903,1917,-42.9000,147.0000,.....,TAS,..,..,..,"Judbury, TAS ",/places/tas/JPX4/?location=Judbury,-42.900,147.000
094120,94,SNAKE PLAINS,1945,1993,-42.9397,147.2236,.....,TAS,720.0,..,..,"Wellington Park, TAS ",/places/tas/JR81/?location=Wellington Park,-42.940,147.224
094121,94,RUNNYMEDE,1922,1926,-42.6667,147.6000,.....,TAS,182.9,..,..,"Runnymede, TAS ",/places/tas/runnymede/,-42.667,147.600
094122,94,HOWRAH,1965,1980,-42.8833,147.4000,.....,TAS,17.0,..,..,"Howrah, TAS ",/places/tas/howrah/,-42.883,147.400
094123,94,ROSETTA,1967,1970,-42.8333,147.2500,.....,TAS,52.0,..,..,"Wellington Park, TAS ",/places/tas/JR85/?location=Wellington Park,-42.833,147.250
094124,94,CLAREMONT HIGH SCHOOL,1966,1970,-42.8000,147.2667,.....,TAS,18.3,..,..,"Otago, TAS ",/places/tas/otago/,-42.800,147.267
094125,94,MARGATE (SUNNYSIDE),1968,..,-43.0236,147.2544,GPS,TAS,24.0,..,..,"Unnamed location, TAS ",/places/tas/JR82/?location=Unnamed location,-43.024,147.254
094126,94,FORCETT (INALA),1998,2012,-42.8158,147.6778,GPS,TAS,139.0,..,..,"Forcett, TAS ",/places/tas/JRDH/?location=Forcett,-42.816,147.678
094127,94,JUDBURY (HELM),1921,1995,-43.0019,146.9258,.....,TAS,19.0,..,..,"Judbury, TAS ",/places/tas/judbury/,-43.002,146.926
094128,94,ORIELTON (PARK),1967,1969,-42.7500,147.5500,.....,TAS,..,..,..,"Penna, TAS ",/places/tas/penna/,-42.750,147.550
094129,94,HOWDEN (WARINGA),1968,1981,-43.0333,147.3000,.....,TAS,10.0,..,..,"Margate, TAS ",/places/tas/margate/,-43.033,147.300
094130,94,ORIELTON (EAST ORIELTON ROAD),1969,..,-42.7469,147.5511,GPS,TAS,30.0,..,..,"Penna, TAS ",/places/tas/penna/,-42.747,147.551
094131,94,ADVENTURE BAY (SUPERMARKET),1969,1977,-43.3667,147.3333,.....,TAS,2.0,..,..,"Adventure Bay, TAS ",/places/tas/adventure-bay/,-43.367,147.333
094132,94,HOBART (MURRAY STREET),1855,1880,-42.9000,147.3333,.....,TAS,3.0,..,..,"Hobart, TAS ",/places/tas/hobart/,-42.900,147.333
094133,94,WOODBRIDGE NO 2,1967,1986,-43.1667,147.2333,.....,TAS,130.0,..,..,"Woodbridge, TAS ",/places/tas/woodbridge/,-43.167,147.233
094134,94,MOUNTAIN RIVER,1970,1983,-42.9500,147.1333,.....,TAS,140.0,..,..,"Mountain River, TAS ",/places/tas/mountain-river/,-42.950,147.133
094135,94,LAUDERDALE (YARRIMBAH),1968,1971,-42.9167,147.5000,.....,TAS,1.5,..,..,"Lauderdale, TAS ",/places/tas/lauderdale/,-42.917,147.500
094136,94,CAMBRIDGE (CRAIGOW),1909,1912,-42.8000,147.4167,.....,TAS,..,..,..,"Cambridge, TAS ",/places/tas/JR8U/?location=Cambridge,-42.800,147.417
094137,94,GEEVESTON (CEMETERY ROAD),1971,2021,-43.1647,146.9175,MAP 1:5 000,TAS,55.0,..,94966,"Geeveston, TAS ",/places/tas/geeveston/,-43.165,146.917
094138,94,SANDFORD HAVEN (ILLANGI),1970,1981,-42.9333,147.4667,.....,TAS,37.0,..,..,"Sandford, TAS ",/places/tas/JR91/?location=Sandford,-42.933,147.467
094139,94,FERN TREE (GRAYS ROAD),1967,2020,-42.9272,147.2517,GPS,TAS,457.0,..,..,"Wellington Park, TAS ",/places/tas/JR81/?location=Wellington Park,-42.927,147.252
094140,94,MELTON MOWBRAY (LOVELY BANKS),1901,..,-42.4406,147.2278,GPS,TAS,275.0,..,..,"Melton Mowbray, TAS ",/places/tas/JRB5/?location=Melton Mowbray,-42.441,147.228
094141,94,CARLTON RIVER,1973,1974,-42.8833,147.6500,.....,TAS,9.1,..,..,"Primrose Sands, TAS ",/places/tas/JR9F/?location=Primrose Sands,-42.883,147.650
094142,94,COLLINSVALE (LANGFORD),1952,1961,-42.8500,147.1667,.....,TAS,..,..,..,"Collinsvale, TAS ",/places/tas/JPXG/?location=Collinsvale,-42.850,147.167
094143,94,MAURICETON (JORDAN RIVER),1938,..,-42.5272,147.1236,MAP 1:25 000,TAS,149.0,..,..,"Dysart, TAS ",/places/tas/JPZ9/?location=Dysart,-42.527,147.124
094144,94,PONTVILLE (SHENE),1972,1976,-42.6667,147.2667,.....,TAS,53.3,..,..,"Mangalore, TAS ",/places/tas/JR8R/?location=Mangalore,-42.667,147.267
094145,94,HOBART (KNOCKLOFTY),1972,..,-42.8831,147.3022,GPS,TAS,231.6,..,..,"South Hobart, TAS ",/places/tas/south-hobart/,-42.883,147.302
094146,94,GEEVESTON (FOURFOOT),1972,1989,-43.1589,146.9197,MAP 1:12 500,TAS,40.0,..,..,"Geeveston, TAS ",/places/tas/geeveston/,-43.159,146.920
094147,94,EAGLEHAWK NECK (PENZANCE),1973,1980,-43.0333,147.9333,.....,TAS,40.0,..,..,"Fortescue, TAS ",/places/tas/JR7P/?location=Fortescue,-43.033,147.933
094148,94,HOBART (ELIZABETH STREET SCHOOL),1913,1918,-42.8833,147.3333,.....,TAS,..,..,..,"Hobart, TAS ",/places/tas/hobart/,-42.883,147.333
094149,94,DUNALLEY (BANGOR),1974,..,-42.8975,147.8667,GPS,TAS,13.0,..,..,"Dunalley, TAS ",/places/tas/JRDF/?location=Dunalley,-42.898,147.867
094150,94,GLEN HUON,1911,1928,-43.1667,146.9500,.....,TAS,..,..,..,"Geeveston, TAS ",/places/tas/geeveston/,-43.167,146.950
094151,94,LONGLEY (TELOPEA),1975,..,-42.9739,147.1695,GPS,TAS,358.0,..,..,"Wellington Park, TAS ",/places/tas/JPXC/?location=Wellington Park,-42.974,147.169
094152,94,VERONA SANDS,1998,1999,-43.2761,147.1575,.....,TAS,15.0,..,..,"Gordon, TAS ",/places/tas/JPRF/?location=Gordon,-43.276,147.157
094153,94,PEAK RIVULET,1975,1997,-43.3208,146.9075,.....,TAS,100.0,..,..,"Raminea, TAS ",/places/tas/raminea/,-43.321,146.907
094154,94,CYGNET (DANCES ROAD),1975,2005,-43.1547,147.0625,.....,TAS,34.0,..,..,"Cygnet, TAS ",/places/tas/cygnet/,-43.155,147.062
094155,94,TASMAN ISLAND,1977,..,-43.2397,148.0025,GPS,TAS,240.0,241.0,95986,"Cape Pillar, TAS ",/places/tas/JR77/?location=Cape Pillar,-43.240,148.002
094156,94,CAMBRIDGE (MILFORD),1890,1958,-42.8333,147.5167,.....,TAS,15.2,..,..,"Seven Mile Beach, TAS ",/places/tas/seven-mile-beach/,-42.833,147.517
094157,94,PORT ARTHUR (PALMERS LOOKOUT),1980,2011,-43.1639,147.8333,GPS,TAS,191.5,..,..,"Unnamed location, TAS ",/places/tas/JR6T/?location=Unnamed location,-43.164,147.833
094158,94,SALTWATER RIVER,1981,1992,-43.0294,147.7239,.....,TAS,2.0,..,..,"Saltwater River, TAS ",/places/tas/saltwater-river/,-43.029,147.724
094159,94,ADVENTURE BAY (FORESTRY),1981,2018,-43.3531,147.3147,GPS,TAS,81.0,..,..,"Adventure Bay, TAS ",/places/tas/adventure-bay/,-43.353,147.315
094160,94,HUON ISLAND,1981,1986,-43.3000,147.1500,.....,TAS,10.0,..,..,"Gordon, TAS ",/places/tas/JPRF/?location=Gordon,-43.300,147.150
