site,dist,site_name,start,end,lat,lon,source,state,height,bar_ht,wmo,location,path,loc_lat,loc_lon,reqs,resps,request_time,current_temp,current_temp_time,station_id,approx_distance
040959,40,REDCLIFFE JETTY,2004,..,-27.2261,153.1172,GPS,QLD,3.6,..,95592,"Unnamed location, QLD ",/places/qld/W12G/?location=Unnamed location,-27.226,153.117,,,2025-03-24T20:08:12Z,24.6,5:40am,95591,NA
040966,40,BRISBANE (MT STAPYLTON),2006,..,-27.7181,153.2400,GPS,QLD,150.0,..,99093,"Alberton, QLD ",/places/qld/alberton/,-27.718,153.240,,,2025-03-24T20:08:12Z,22.9,5:40am,94561,17.4
040983,40,BEAUDESERT DRUMLEY STREET,2007,..,-27.9707,152.9898,GPS,QLD,47.8,48.4,95575,"Beaudesert, QLD ",/places/qld/beaudesert/,-27.971,152.990,,,2025-03-24T20:08:12Z,20.4,5:40am,95575,2.8
040988,40,NAMBOUR DAFF - HILLSIDE,2007,..,-26.6442,152.9383,GPS,QLD,53.2,54.0,95572,"Nambour, QLD ",/places/qld/nambour/,-26.644,152.938,,,2025-03-24T20:08:12Z,21.4,5:40am,95572,1.1
041095,41,STANTHORPE LESLIE PARADE,1873,..,-28.6617,151.9339,GPS,QLD,784.2,..,94550,"Stanthorpe, QLD ",/places/qld/stanthorpe/,-28.662,151.934,,,2025-03-24T20:08:12Z,16.4,5:40am,94553,3.7
041100,41,TEXAS POST OFFICE,1897,..,-28.8544,151.1681,GPS,QLD,295.0,..,95533,"Texas, QLD ",/places/qld/texas/,-28.854,151.168,,,2025-03-24T20:08:12Z,19.8,5:40am,99468,89.3
041175,41,APPLETHORPE,1965,..,-28.6217,151.9533,GPS,QLD,871.6,872.6,94553,"Applethorpe, QLD ",/places/qld/applethorpe/,-28.622,151.953,,,2025-03-24T20:08:12Z,16.4,5:40am,94553,3.1
041359,41,OAKEY AERO,1970,..,-27.4034,151.7413,GPS,QLD,405.7,407.1,94552,"Kelvinhaugh, QLD ",/places/qld/kelvinhaugh/,-27.403,151.741,,,2025-03-24T20:08:12Z,19.8,5:40am,94552,1.4
041522,41,DALBY AIRPORT,1992,..,-27.1605,151.2633,SURVEY,QLD,346.2,346.5,94542,"Dalby, QLD ",/places/qld/dalby/,-27.160,151.263,,,2025-03-24T20:08:12Z,19.7,5:40am,94542,1.8
041525,41,WARWICK,1994,..,-28.2061,152.1003,GPS,QLD,475.4,475.8,94555,"Warwick, QLD ",/places/qld/TBU8/?location=Warwick,-28.206,152.100,,,2025-03-24T20:08:12Z,18.8,5:40am,94555,1.4
041529,41,TOOWOOMBA AIRPORT,1996,..,-27.5425,151.9134,GPS,QLD,640.9,641.5,95551,"Toowoomba, QLD ",/places/qld/toowoomba/,-27.543,151.913,,,2025-03-24T20:08:12Z,17.4,5:40am,95551,2.2
041560,41,GOONDIWINDI AIRPORT,2020,..,-28.5226,150.3223,GPS,QLD,216.5,217.1,99468,"Goondiwindi, QLD ",/places/qld/goondiwindi/,-28.523,150.322,,,2025-03-24T20:08:12Z,19.8,5:40am,99468,2.5
042023,42,MILES POST OFFICE,1885,..,-26.6581,150.1844,GPS,QLD,302.0,..,94529,"Miles, QLD ",/places/qld/miles/,-26.658,150.184,,,2025-03-24T20:08:12Z,20.2,5:40am,95529,2.4
042112,42,MILES CONSTANCE STREET,1997,..,-26.6569,150.1819,GPS,QLD,304.8,305.2,95529,"Miles, QLD ",/places/qld/miles/,-26.657,150.182,,,2025-03-24T20:08:12Z,20.2,5:40am,95529,2.4
043015,43,INJUNE POST OFFICE,1925,..,-25.8428,148.5669,GPS,QLD,390.0,391.5,94511,"Injune, QLD ",/places/qld/injune/,-25.843,148.567,,,2025-03-24T20:08:12Z,19.8,5:40am,94515,79.6
043020,43,MITCHELL POST OFFICE,1884,..,-26.4888,147.9777,GPS,QLD,336.5,338.0,94514,"Mitchell, QLD ",/places/qld/mitchell/,-26.489,147.978,,,2025-03-24T20:08:12Z,19.8,5:40am,94515,77.1
043035,43,SURAT,1881,..,-27.1591,149.0702,GPS,QLD,245.7,..,94521,"Noorindoo, QLD ",/places/qld/T3RV/?location=Noorindoo,-27.159,149.070,,,2025-03-24T20:08:12Z,19.8,5:40am,94515,73.3
043091,43,ROMA AIRPORT,1985,..,-26.5477,148.7710,Unknown,QLD,307.4,307.8,94515,"Roma, QLD ",/places/qld/roma/,-26.548,148.771,,,2025-03-24T20:08:12Z,19.8,5:40am,94515,0.4
043109,43,ST GEORGE AIRPORT,1997,..,-28.0478,148.5957,GPS,QLD,198.5,199.1,94517,"St George, QLD ",/places/qld/st-george/,-28.048,148.596,,,2025-03-24T20:08:12Z,19.3,5:40am,94517,0.3
044010,44,BOLLON MARY ST,1885,..,-28.0316,147.4815,GPS,QLD,182.9,190.0,94513,"Bollon, QLD ",/places/qld/bollon/,-28.032,147.482,,,2025-03-24T20:08:12Z,NA,NA,NA,NA
044021,44,CHARLEVILLE AERO,1942,..,-26.4139,146.2558,GPS,QLD,301.6,303.3,94510,"Charleville, QLD ",/places/qld/charleville/,-26.414,146.256,,,2025-03-24T20:08:12Z,NA,5:40am,94510,NA
044026,44,CUNNAMULLA POST OFFICE,1879,..,-28.0689,145.6822,GPS,QLD,188.8,190.6,94500,"Cunnamulla, QLD ",/places/qld/cunnamulla/,-28.069,145.682,,,2025-03-24T20:08:12Z,NA,NA,NA,NA
044237,44,CHARLEVILLE AERO (AUTO EVAP),2024,..,-26.4139,146.2558,GPS,QLD,301.6,303.3,99348,"Charleville, QLD ",/places/qld/charleville/,-26.414,146.256,,,2025-03-24T20:08:12Z,NA,5:40am,94510,NA
045009,45,BALLERA GAS FIELD,1998,..,-27.4008,141.8114,GPS,QLD,114.5,115.2,95487,"Durham, QLD ",/places/qld/S932/?location=Durham,-27.401,141.811,,,2025-03-24T20:08:12Z,NA,5:40am,95487,1.4
045015,45,QUILPIE AIRPORT,1917,..,-26.6125,144.2578,GPS,QLD,199.6,196.9,94494,"Quilpie, QLD ",/places/qld/quilpie/,-26.613,144.258,,,2025-03-24T20:08:12Z,NA,NA,NA,NA
045025,45,THARGOMINDAH AIRPORT,1999,..,-27.9867,143.8150,GPS,QLD,130.9,131.4,95492,"Thargomindah, QLD ",/places/qld/thargomindah/,-27.987,143.815,,,2025-03-24T20:08:12Z,NA,5:40am,95492,1.8
045068,45,JACKSON AIRSERVICES AUSTRALIA,2010,..,-27.5780,142.3792,Unknown,QLD,193.0,193.0,99488,"Durham, QLD ",/places/qld/S95U/?location=Durham,-27.578,142.379,,,2025-03-24T20:08:12Z,NA,5:40am,95487,61.5
046012,46,WILCANNIA AERODROME AWS,2000,..,-31.5194,143.3850,GPS,NSW,94.3,94.9,95695,"Wilcannia, NSW ",/places/nsw/KY8N/?location=Wilcannia,-31.519,143.385,,,2025-03-24T20:08:12Z,23.5,6:40am,95695,NA
046043,46,WILCANNIA (REID ST),1879,..,-31.5631,143.3747,GPS,NSW,75.0,..,94695,"Wilcannia, NSW ",/places/nsw/wilcannia/,-31.563,143.375,,,2025-03-24T20:08:12Z,23.5,6:40am,95695,4.9
046126,46,TIBOOBURRA AIRPORT,1997,..,-29.4448,142.0567,GPS,NSW,176.4,177.1,95485,"Tibooburra, NSW ",/places/nsw/tibooburra/,-29.445,142.057,,,2025-03-24T20:08:12Z,21.8,6:40am,95485,2.1
046128,46,FOWLERS GAP AWS,2004,..,-31.0863,141.7008,GPS,NSW,181.0,181.5,94686,"Fowlers Gap, NSW ",/places/nsw/KWBY/?location=Fowlers Gap,-31.086,141.701,,,2025-03-24T20:08:12Z,24.3,6:40am,94686,2.6
046129,46,WHITE CLIFFS AWS,2005,..,-30.8522,143.0743,GPS,NSW,158.0,158.5,95699,"White Cliffs, NSW ",/places/nsw/KXNE/?location=White Cliffs,-30.852,143.074,,,2025-03-24T20:08:12Z,23.9,6:40am,95699,2.4
046136,46,WANAARING (BORRONA DOWNS AWS),2017,..,-29.7614,143.1135,GPS,NSW,121.0,..,94407,"White Cliffs, NSW ",/places/nsw/KXYC/?location=White Cliffs,-29.761,143.113,,,2025-03-24T20:08:12Z,23.5,6:40am,94407,1.3
046137,46,BOULLIA,2017,..,-30.0708,141.8795,GPS,NSW,100.0,..,99785,"Milparinka, NSW ",/places/nsw/KX9E/?location=Milparinka,-30.071,141.880,,,2025-03-24T20:08:12Z,21.8,6:40am,95485,NA
046138,46,WHITE CLIFFS (CAWNALMURTEE),2017,..,-30.5807,143.3528,GPS,NSW,146.0,..,99781,"Wilcannia, NSW ",/places/nsw/KXRB/?location=Wilcannia,-30.581,143.353,,,2025-03-24T20:08:12Z,23.9,6:40am,95699,38.3
046139,46,GRASMERE,2017,..,-31.4198,142.6258,GPS,NSW,172.0,..,99778,"Mutawintji, NSW ",/places/nsw/KWUB/?location=Mutawintji,-31.420,142.626,,,2025-03-24T20:08:12Z,23.5,6:40am,95695,72.6
046140,46,WHITE CLIFFS (MT JACK),2017,..,-30.8693,143.7085,GPS,NSW,103.0,..,99780,"Wilcannia, NSW ",/places/nsw/KZ17/?location=Wilcannia,-30.869,143.708,,,2025-03-24T20:08:12Z,23.9,6:40am,95699,60.2
046141,46,MOUNT WOOWOOLARAH,2017,..,-31.2554,141.2389,GPS,NSW,153.0,..,99779,"Broughams Gate, NSW ",/places/nsw/KQZ5/?location=Broughams Gate,-31.255,141.239,,,2025-03-24T20:08:12Z,24.3,6:40am,94686,45.7
046142,46,SMITHVILLE AWS,2017,..,-30.0692,141.0067,GPS,NSW,94.0,..,94796,"Milparinka, NSW ",/places/nsw/KRW5/?location=Milparinka,-30.069,141.007,,,2025-03-24T20:08:12Z,23.9,6:30am,94796,2.6
046143,46,PACKSADDLE (WESTWOOD DOWNS),2017,..,-30.4960,141.3335,GPS,NSW,68.0,..,99782,"Broughams Gate, NSW ",/places/nsw/KRR6/?location=Broughams Gate,-30.496,141.333,,,2025-03-24T20:08:12Z,23.8,6:40am,94796,56.6
046144,46,WINNATHEE,2017,..,-29.7510,141.1105,GPS,NSW,124.0,..,99437,"Milparinka, NSW ",/places/nsw/KRY3/?location=Milparinka,-29.751,141.111,,,2025-03-24T20:08:12Z,23.8,6:40am,94796,36.2
047016,47,LAKE VICTORIA STORAGE,1922,..,-34.0438,141.2676,GPS,NSW,26.0,..,94692,"Rufus, NSW ",/places/nsw/KMP5/?location=Rufus,-34.044,141.268,,,2025-03-24T20:08:12Z,14.7,6:50am,95687,56.2
047019,47,MENINDEE POST OFFICE,1876,..,-32.3937,142.4173,GPS,NSW,61.0,..,94694,"Menindee, NSW ",/places/nsw/menindee/,-32.394,142.417,,,2025-03-24T20:08:12Z,18.9,6:40am,94691,97.6
047029,47,POONCARIE MAIL AGENCY,1882,..,-33.3856,142.5696,GPS,NSW,53.0,..,95692,"Pooncarie, NSW ",/places/nsw/pooncarie/,-33.386,142.570,,,2025-03-24T20:08:12Z,NA,NA,NA,NA
047048,47,BROKEN HILL AIRPORT AWS,1947,..,-32.0012,141.4694,GPS,NSW,281.3,281.7,94691,"Unnamed location, NSW ",/places/nsw/KW2H/?location=Unnamed location,-32.001,141.469,,,2025-03-24T20:08:12Z,18.9,6:40am,94691,2.8
047108,47,BURNDOO,2017,..,-32.0679,143.6500,GPS,NSW,78.0,..,99774,"Wilcannia, NSW ",/places/nsw/KY35/?location=Wilcannia,-32.068,143.650,,,2025-03-24T20:08:12Z,23.5,6:40am,95695,63.9
047109,47,INKERMAN,2017,..,-31.9772,142.1530,GPS,NSW,120.0,..,99769,"Unnamed location, NSW ",/places/nsw/KW6U/?location=Unnamed location,-31.977,142.153,,,2025-03-24T20:08:12Z,18.9,6:40am,94691,64.7
047110,47,NELIA GAARI,2017,..,-32.0079,142.8181,GPS,NSW,86.0,..,99775,"Menindee, NSW ",/places/nsw/KWMS/?location=Menindee,-32.008,142.818,,,2025-03-24T20:08:12Z,23.5,6:40am,95695,76.2
047111,47,WENTWORTH (NULLA),2017,..,-33.8218,141.3592,GPS,NSW,55.0,..,99770,"Pine Camp, NSW ",/places/nsw/KMR8/?location=Pine Camp,-33.822,141.359,,,2025-03-24T20:08:12Z,14.7,6:50am,95687,78.5
047112,47,IVANHOE (OVERNEWTON),2017,..,-32.9416,143.5386,GPS,NSW,82.0,..,99771,"Pan Ban, NSW ",/places/nsw/KVB9/?location=Pan Ban,-32.942,143.539,,,2025-03-24T20:08:12Z,20.8,6:40am,95697,73.4
047113,47,MULURULU AWS,2017,..,-33.3392,143.4000,.....,NSW,78.0,..,94797,"Arumpo, NSW ",/places/nsw/KV81/?location=Arumpo,-33.339,143.400,,,2025-03-24T20:08:12Z,20.8,6:40am,95697,98.7
047114,47,CENTRAL DARLING (TANDOU),2017,..,-32.7107,142.1115,GPS,NSW,59.0,..,99773,"Menindee, NSW ",/places/nsw/KTFW/?location=Menindee,-32.711,142.112,,,2025-03-24T20:08:12Z,18.9,6:40am,94691,97.4
048015,48,BREWARRINA HOSPITAL,1872,..,-29.9614,146.8651,GPS,NSW,115.0,..,95512,"Brewarrina, NSW ",/places/nsw/brewarrina/,-29.961,146.865,,,2025-03-24T20:08:12Z,20.7,6:40am,94793,71.9
048027,48,COBAR MO,1962,..,-31.4840,145.8294,GPS,NSW,260.0,260.0,94711,"Cobar, NSW ",/places/nsw/cobar/,-31.484,145.829,,,2025-03-24T20:08:12Z,21.5,6:40am,94711,2.8
048031,48,COLLARENEBRI (ALBERT ST),1884,..,-29.5406,148.5817,GPS,NSW,145.0,..,95520,"Collarenebri, NSW ",/places/nsw/collarenebri/,-29.541,148.582,,,2025-03-24T20:08:12Z,20.3,6:40am,95715,70.8
048079,48,WANAARING POST OFFICE,1884,..,-29.7029,144.1484,GPS,NSW,108.0,..,94497,"Wanaaring, NSW ",/places/nsw/wanaaring/,-29.703,144.148,,,2025-03-24T20:08:12Z,NA,NA,NA,NA
048237,48,COBAR AIRPORT AWS,1993,..,-31.5388,145.7964,GPS,NSW,218.0,218.0,94710,"Unnamed location, NSW ",/places/nsw/MNDJ/?location=Unnamed location,-31.539,145.796,,,2025-03-24T20:08:12Z,22.2,6:33am,94710,1.3
048243,48,LIGHTNING RIDGE VISITOR INFORMATION CENT,1997,..,-29.4310,147.9722,GPS,NSW,154.0,..,94498,"Lightning Ridge, NSW ",/places/nsw/lightning-ridge/,-29.431,147.972,,,2025-03-24T20:08:12Z,20.3,6:40am,95715,66.4
048245,48,BOURKE AIRPORT AWS,1998,..,-30.0362,145.9521,GPS,NSW,107.3,107.8,94703,"Bourke, NSW ",/places/nsw/bourke/,-30.036,145.952,,,2025-03-24T20:08:12Z,21.6,6:40am,94703,2.4
048246,48,BURRAWANTIE,2017,..,-29.1544,145.4066,GPS,NSW,143.0,..,99439,"Enngonia, NSW ",/places/nsw/T00T/?location=Enngonia,-29.154,145.407,,,2025-03-24T20:08:12Z,NA,NA,NA,NA
048247,48,WANAARING (DELTA AWS),2017,..,-30.1006,145.3338,GPS,NSW,109.0,..,95681,"Gumbalie, NSW ",/places/nsw/MP84/?location=Gumbalie,-30.101,145.334,,,2025-03-24T20:08:12Z,21.6,6:40am,94703,61.7
048248,48,GUMBOOKA,2017,..,-29.7859,146.2857,GPS,NSW,113.0,..,99436,"North Bourke, NSW ",/places/nsw/MPU0/?location=North Bourke,-29.786,146.286,,,2025-03-24T20:08:12Z,21.6,6:40am,94703,40.3
048249,48,BYROCK (KNIGHTVALE),2017,..,-30.4864,146.3283,GPS,NSW,143.0,..,99784,"Byrock, NSW ",/places/nsw/MPK6/?location=Byrock,-30.486,146.328,,,2025-03-24T20:08:12Z,21.6,6:40am,94703,NA
048250,48,NOONA AWS,2017,..,-31.7267,144.9313,GPS,NSW,179.0,..,94798,"Noona, NSW ",/places/nsw/KYW9/?location=Noona,-31.727,144.931,,,2025-03-24T20:08:12Z,22.9,6:40am,94798,3.6
049000,49,IVANHOE AERODROME AWS,2000,..,-32.8833,144.3092,GPS,NSW,100.0,100.5,95697,"Ivanhoe, NSW ",/places/nsw/ivanhoe/,-32.883,144.309,,,2025-03-24T20:08:12Z,20.8,6:40am,95697,NA
049002,49,BALRANALD (RSL),1879,..,-34.6398,143.5610,GPS,NSW,61.0,..,94696,"Balranald, NSW ",/places/nsw/balranald/,-34.640,143.561,,,2025-03-24T20:08:12Z,13.4,6:40am,94843,80.9
049135,49,KILLALA,2017,..,-31.9945,145.9736,GPS,NSW,259.0,..,99776,"Nymagee, NSW ",/places/nsw/MN6U/?location=Nymagee,-31.994,145.974,,,2025-03-24T20:08:12Z,22.2,6:33am,94710,53.9
049136,49,EUABALONG (MOUNT HOPE AWS),2017,..,-32.8261,145.8801,GPS,NSW,209.0,..,95682,"Mount Hope, NSW ",/places/nsw/MJF7/?location=Mount Hope,-32.826,145.880,,,2025-03-24T20:08:12Z,18.9,6:40am,95682,3.7
049137,49,WAIKO,2017,..,-32.8323,144.4645,GPS,NSW,95.0,..,99772,"Unnamed location, NSW ",/places/nsw/KVUE/?location=Unnamed location,-32.832,144.464,,,2025-03-24T20:08:12Z,20.8,6:40am,95697,16.4
050017,50,WEST WYALONG AIRPORT AWS,1999,..,-33.9382,147.1962,GPS,NSW,257.0,257.5,95709,"Wyalong, NSW ",/places/nsw/wyalong/,-33.938,147.196,,,2025-03-24T20:08:12Z,19.4,6:40am,95709,2.8
050031,50,PEAK HILL POST OFFICE,1890,..,-32.7235,148.1902,GPS,NSW,285.0,..,94721,"Peak Hill, NSW ",/places/nsw/MMUN/?location=Peak Hill,-32.724,148.190,,,2025-03-24T20:08:12Z,18.5,6:40am,95717,NA
050052,50,CONDOBOLIN AG RESEARCH STN,1954,..,-33.0664,147.2283,GPS,NSW,195.0,..,94707,"Condobolin, NSW ",/places/nsw/MM8P/?location=Condobolin,-33.066,147.228,,,2025-03-24T20:08:12Z,20.4,6:40am,95708,2.2
050137,50,CONDOBOLIN AIRPORT AWS,1993,..,-33.0682,147.2133,GPS,NSW,192.6,193.5,95708,"Condobolin, NSW ",/places/nsw/MM8P/?location=Condobolin,-33.068,147.213,,,2025-03-24T20:08:12Z,20.4,6:40am,95708,2.2
051039,51,NYNGAN AIRPORT,1879,..,-31.5495,147.1961,GPS,NSW,173.0,..,94708,"Nyngan, NSW ",/places/nsw/nyngan/,-31.549,147.196,,,2025-03-24T20:08:12Z,21.2,6:40am,94794,NA
051049,51,TRANGIE RESEARCH STATION AWS,1922,..,-31.9861,147.9489,GPS,NSW,215.0,215.7,95710,"Trangie, NSW ",/places/nsw/MQ7H/?location=Trangie,-31.986,147.949,,,2025-03-24T20:08:12Z,NA,6:40am,95710,1.8
051161,51,COONAMBLE AIRPORT AWS,1997,..,-30.9776,148.3798,GPS,NSW,181.3,182.0,95718,"Coonamble, NSW ",/places/nsw/MRHB/?location=Coonamble,-30.978,148.380,,,2025-03-24T20:08:12Z,20.7,6:40am,95718,3.4
051162,51,WALGETT (BREWON AWS),2017,..,-30.2411,147.5327,GPS,NSW,130.0,..,94793,"Carinda, NSW ",/places/nsw/MR3R/?location=Carinda,-30.241,147.533,,,2025-03-24T20:08:12Z,20.7,6:40am,94793,1.5
051163,51,KEVELINE,2017,..,-30.4934,147.9422,GPS,NSW,134.0,..,99783,"Gungalman, NSW ",/places/nsw/MR74/?location=Gungalman,-30.493,147.942,,,2025-03-24T20:08:13Z,20.7,6:40am,94793,48.4
051164,51,GIRILAMBONE (OKEH) AWS,2017,..,-31.0824,146.9296,GPS,NSW,178.0,..,94794,"Girilambone, NSW ",/places/nsw/MNYY/?location=Girilambone,-31.082,146.930,,,2025-03-24T20:08:13Z,21.2,6:40am,94794,NA
052020,52,MUNGINDI POST OFFICE,1887,..,-28.9786,148.9899,GPS,NSW,160.0,..,94520,"Mungindi, NSW ",/places/nsw/mungindi/,-28.979,148.990,,,2025-03-24T20:08:13Z,20.6,6:40am,95527,97.6
052057,52,WEEMELAH (CRINOLYN),2017,..,-29.2403,149.1265,GPS,NSW,163.0,..,99438,"Bullarah, NSW ",/places/nsw/T805/?location=Bullarah,-29.240,149.126,,,2025-03-24T20:08:13Z,20.6,6:40am,95527,74.3
052088,52,WALGETT AIRPORT AWS,1993,..,-30.0372,148.1223,GPS,NSW,133.0,134.0,95715,"Walgett, NSW ",/places/nsw/MREG/?location=Walgett,-30.037,148.122,,,2025-03-24T20:08:13Z,20.3,6:40am,95715,1.5
053115,53,MOREE AERO,1995,..,-29.4898,149.8471,GPS,NSW,213.0,213.8,95527,"Moree, NSW ",/places/nsw/moree/,-29.490,149.847,,,2025-03-24T20:08:13Z,20.6,6:40am,95527,1.1
054003,54,BARRABA (CLIFTON LANE),1881,..,-30.3833,150.6083,GPS,NSW,499.0,..,94761,"Barraba, NSW ",/places/nsw/barraba/,-30.383,150.608,,,2025-03-24T20:08:13Z,20.9,6:40am,95740,71.1
054038,54,NARRABRI AIRPORT AWS,2001,..,-30.3154,149.8302,GPS,NSW,229.0,229.6,95734,"Narrabri, NSW ",/places/nsw/narrabri/,-30.315,149.830,,,2025-03-24T20:08:13Z,20.8,6:40am,95734,2.3
054104,54,PINDARI DAM,1971,..,-29.3899,151.2448,GPS,NSW,462.0,..,94544,"Pindaroi, NSW ",/places/nsw/TB0B/?location=Pindaroi,-29.390,151.245,,,2025-03-24T20:08:13Z,17.7,6:40am,94541,43.7
055024,55,GUNNEDAH RESOURCE CENTRE,1948,..,-31.0261,150.2687,GPS,NSW,307.3,308.9,94740,"Gunnedah, NSW ",/places/nsw/MWUZ/?location=Gunnedah,-31.026,150.269,,,2025-03-24T20:08:13Z,21.1,6:40am,94740,2.7
055049,55,QUIRINDI POST OFFICE,1882,..,-31.5086,150.6793,GPS,NSW,390.0,..,95746,"Quirindi, NSW ",/places/nsw/quirindi/,-31.509,150.679,,,2025-03-24T20:08:13Z,16.6,6:40am,95747,28.9
055136,55,WOOLBROOK (WOOLBROOK ROAD),1958,..,-30.9651,151.3505,GPS,NSW,925.0,..,94792,"Woolbrook, NSW ",/places/nsw/woolbrook/,-30.965,151.351,,,2025-03-24T20:08:13Z,14.9,6:40am,95773,NA
055202,55,GUNNEDAH AIRPORT AWS,2001,..,-30.9537,150.2494,GPS,NSW,262.6,263.2,95740,"Gunnedah, NSW ",/places/nsw/MXHC/?location=Gunnedah,-30.954,150.249,,,2025-03-24T20:08:13Z,20.9,6:40am,95740,1.5
055286,55,GUNNEDAH (NAMOI (MT BLACK JACK)),2010,..,-31.0236,150.1917,MAP 1:25 000,NSW,695.4,..,99094,"Gunnedah, NSW ",/places/nsw/MXH8/?location=Gunnedah,-31.024,150.192,,,2025-03-24T20:08:13Z,20.9,6:40am,95740,6.7
055325,55,TAMWORTH AIRPORT AWS,1992,..,-31.0742,150.8362,GPS,NSW,394.9,395.9,95762,"Tamworth, NSW ",/places/nsw/tamworth/,-31.074,150.836,,,2025-03-24T20:08:13Z,21.6,6:40am,95762,3.5
056013,56,GLEN INNES AG RESEARCH STN,1910,..,-29.6952,151.6935,GPS,NSW,1060.0,..,94585,"Unnamed location, NSW ",/places/nsw/MZFF/?location=Unnamed location,-29.695,151.694,,,2025-03-24T20:08:13Z,14.7,6:40am,94588,2.4
056018,56,INVERELL RESEARCH CENTRE,1949,..,-29.7752,151.0820,GPS,NSW,664.0,664.3,94541,"Inverell, NSW ",/places/nsw/inverell/,-29.775,151.082,,,2025-03-24T20:08:13Z,17.7,6:40am,94541,3.2
056032,56,TENTERFIELD (FEDERATION PARK),1870,..,-29.0479,152.0172,GPS,NSW,838.0,..,94556,"Tenterfield, NSW ",/places/nsw/tenterfield/,-29.048,152.017,,,2025-03-24T20:08:13Z,16.4,6:40am,94553,47.8
056037,56,ARMIDALE (TREE GROUP NURSERY),1997,..,-30.5243,151.6716,GPS,NSW,987.0,..,94773,"Unnamed location, NSW ",/places/nsw/MZ6F/?location=Unnamed location,-30.524,151.672,,,2025-03-24T20:08:13Z,14.9,6:40am,95773,8.2
056229,56,GUYRA HOSPITAL,1981,..,-30.2122,151.6794,GPS,NSW,1329.0,..,94772,"Guyra, NSW ",/places/nsw/guyra/,-30.212,151.679,,,2025-03-24T20:08:13Z,14.9,6:40am,95773,37.2
056238,56,ARMIDALE AIRPORT AWS,1993,..,-30.5273,151.6158,GPS,NSW,1079.0,1079.6,95773,"Unnamed location, NSW ",/places/nsw/MZ69/?location=Unnamed location,-30.527,151.616,,,2025-03-24T20:08:13Z,14.9,6:40am,95773,3.1
056242,56,INVERELL (RAGLAN ST),1995,..,-29.7796,151.1121,GPS,NSW,582.0,635.6,95541,"Inverell, NSW ",/places/nsw/inverell/,-29.780,151.112,,,2025-03-24T20:08:13Z,17.7,6:40am,94541,3.2
056243,56,GLEN INNES AIRPORT AWS,1996,..,-29.6780,151.6940,GPS,NSW,1044.3,1044.9,94588,"Unnamed location, NSW ",/places/nsw/MZFF/?location=Unnamed location,-29.678,151.694,,,2025-03-24T20:08:13Z,14.7,6:40am,94588,2.4
057095,57,TABULAM (MUIRNE),1970,..,-28.7551,152.4507,GPS,NSW,555.0,..,94587,"Tabulam, NSW ",/places/nsw/TBQJ/?location=Tabulam,-28.755,152.451,,,2025-03-24T20:08:13Z,16.4,6:40am,94553,52.4
058012,58,YAMBA PILOT STATION,1877,..,-29.4325,153.3632,GPS,NSW,27.4,27.9,94589,"Yamba, NSW ",/places/nsw/yamba/,-29.433,153.363,,,2025-03-24T20:08:13Z,24.1,6:40am,94589,NA
058077,58,GRAFTON RESEARCH STN,1917,..,-29.6224,152.9605,GPS,NSW,25.0,25.6,95571,"Mountain View, NSW ",/places/nsw/mountain-view/,-29.622,152.960,,,2025-03-24T20:08:13Z,19.6,6:40am,95571,2.8
058158,58,MURWILLUMBAH (BRAY PARK),1972,..,-28.3395,153.3809,GPS,NSW,8.0,..,94582,"Byangum, NSW ",/places/nsw/byangum/,-28.340,153.381,,,2025-03-24T20:08:13Z,NA,6:40am,94592,24.5
058161,58,GRAFTON AIRPORT AWS,1973,..,-29.7583,153.0297,GPS,NSW,25.1,25.7,95570,"Glenugie, NSW ",/places/nsw/QPB3/?location=Glenugie,-29.758,153.030,,,2025-03-24T20:08:13Z,19.3,6:40am,95570,2.4
058198,58,BALLINA AIRPORT AWS,1992,..,-28.8353,153.5585,GPS,NSW,1.3,2.2,94596,"Ballina, NSW ",/places/nsw/ballina/,-28.835,153.559,,,2025-03-24T20:08:13Z,23.2,6:40am,94596,2.2
058208,58,CASINO AIRPORT AWS,1994,..,-28.8824,153.0618,GPS,NSW,20.9,21.2,94573,"Yorklea, NSW ",/places/nsw/W02D/?location=Yorklea,-28.882,153.062,,,2025-03-24T20:08:13Z,18.3,6:40am,94573,NA
058212,58,EVANS HEAD RAAF BOMBING RANGE AWS,1998,..,-29.1830,153.3964,GPS,NSW,62.5,63.0,94598,"The Gap, NSW ",/places/nsw/W04H/?location=The Gap,-29.183,153.396,,,2025-03-24T20:08:13Z,23.3,6:40am,94598,3.3
058214,58,LISMORE AIRPORT AWS,2002,..,-28.8305,153.2601,GPS,NSW,9.2,9.3,94572,"South Gundurimba, NSW ",/places/nsw/W037/?location=South Gundurimba,-28.831,153.260,,,2025-03-24T20:08:13Z,18.4,6:38am,94572,2.6
058216,58,BYRON BAY (CAPE BYRON AWS),1994,..,-28.6399,153.6358,GPS,NSW,95.0,98.0,94599,"Byron Bay, NSW ",/places/nsw/byron-bay/,-28.640,153.636,,,2025-03-24T20:08:13Z,23.6,6:40am,94599,2.9
059007,59,KEMPSEY AIRPORT AWS,2001,..,-31.0711,152.7717,GPS,NSW,13.0,14.0,94785,"Yarravel, NSW ",/places/nsw/yarravel/,-31.071,152.772,,,2025-03-24T20:08:13Z,20.2,6:40am,94785,2.4
